gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
1928449812	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/1230/241/00030991.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1928307670	StillImage	image/jpeg	http://sweetgum.nybg.org/images3/553/267/00162704.jpg							The New York Botanical Garden			http://creativecommons.org/licenses/by/4.0/	The New York Botanical Garden
1914231994	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/25531983/original.jpg	https://www.inaturalist.org/photos/25531983					2018-09-23T17:12:37Z	aarongunnar		iNaturalist	http://creativecommons.org/licenses/by/4.0/	aarongunnar
1914231994	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/25532059/original.jpg	https://www.inaturalist.org/photos/25532059					2018-09-23T17:12:45Z	aarongunnar		iNaturalist	http://creativecommons.org/licenses/by/4.0/	aarongunnar
1914231994	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/25532066/original.jpg	https://www.inaturalist.org/photos/25532066					2018-09-23T17:13:00Z	aarongunnar		iNaturalist	http://creativecommons.org/licenses/by/4.0/	aarongunnar
1883933020	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/21753421/original.jpg	https://www.inaturalist.org/photos/21753421					2018-07-21T19:32:34Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
1883933020	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/21753403/original.jpg	https://www.inaturalist.org/photos/21753403					2018-07-21T19:32:34Z	Paul Marcum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Marcum
1807277041	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/10555138/original.jpg	https://www.inaturalist.org/photos/10555138					2017-09-17T16:57:42Z	aarongunnar		iNaturalist	http://creativecommons.org/licenses/by/4.0/	aarongunnar
1807277041	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/10555137/original.jpg	https://www.inaturalist.org/photos/10555137					2017-09-17T16:57:41Z	aarongunnar		iNaturalist	http://creativecommons.org/licenses/by/4.0/	aarongunnar
1807277041	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/10555002/original.jpg	https://www.inaturalist.org/photos/10555002					2017-09-17T16:57:33Z	aarongunnar		iNaturalist	http://creativecommons.org/licenses/by/4.0/	aarongunnar
1807277041	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/10555135/original.jpg	https://www.inaturalist.org/photos/10555135					2017-09-17T16:57:48Z	aarongunnar		iNaturalist	http://creativecommons.org/licenses/by/4.0/	aarongunnar
1802714546	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/12477236/original.jpeg	https://www.inaturalist.org/photos/12477236					2017-10-01T18:44:17Z	Vanessa Voelker		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Vanessa Voelker
1802714546	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/12477234/original.jpeg	https://www.inaturalist.org/photos/12477234					2017-10-01T18:43:59Z	Vanessa Voelker		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Vanessa Voelker
1802714546	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/12477239/original.jpeg	https://www.inaturalist.org/photos/12477239					2017-10-01T18:46:06Z	Vanessa Voelker		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Vanessa Voelker
1802590147	StillImage	image/jpeg	https://collections.nmnh.si.edu/media/?i=12739949&h=2000		01896227.tif	Stein, B. A. 3799, US National Herbarium Sheet 3712679, Barcode 01896227				Laura Tancredi		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
176894121	StillImage	image/jpeg	http://biimages.biodiversity.ku.edu/static/VascularPlant/originals/2015_05_08-KANU00125671.jpg											
176894120	StillImage	image/jpeg	http://biimages.biodiversity.ku.edu/static/VascularPlant/originals/2015_05_08-KANU00125672.jpg											
1668854330	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/10709983/original.jpeg	https://www.inaturalist.org/photos/10709983					2017-09-12T20:21:42Z	rayrob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	rayrob
1668854330	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/10709992/original.jpeg	https://www.inaturalist.org/photos/10709992					2017-09-12T20:22:32Z	rayrob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	rayrob
1668854330	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/10709980/original.jpeg	https://www.inaturalist.org/photos/10709980					2017-09-12T20:21:27Z	rayrob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	rayrob
1572352169	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/8787203/original.jpeg	https://www.inaturalist.org/photos/8787203					2017-07-02T00:08:23Z	Vanessa Voelker		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Vanessa Voelker
1572352169	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/8787192/original.jpeg	https://www.inaturalist.org/photos/8787192					2017-07-02T00:08:08Z	Vanessa Voelker		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Vanessa Voelker
1503232719	StillImage	image/jpeg	https://cdn.plantatlas.org/img/specimens/USF/219428.jpg		Boltonia decurrens (Torr. & A. Gray) Alph. Wood - USA, Illinois (BARCODE: 219428) - USF Herbarium								http://creativecommons.org/licenses/by-nc-sa/4.0/	University of South Florida Herbarium (USF)
1453181500	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/5380591/original.jpg	https://www.inaturalist.org/photos/5380591					2016-08-31T16:28:56Z	Evan Barker		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Evan Barker
1453181500	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/5380596/original.jpg	https://www.inaturalist.org/photos/5380596					2016-08-31T16:28:49Z	Evan Barker		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Evan Barker
1453181500	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/5380597/original.jpg	https://www.inaturalist.org/photos/5380597					2016-08-31T16:29:02Z	Evan Barker		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Evan Barker
1424444352	StillImage			http://jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/rb/0/77/17/7/00771707.dzi									http://creativecommons.org/licenses/by/4.0/	Rio de Janeiro Botanical Garden
1424444352	StillImage	image/jpeg	http://jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/77/17/7/00771707.jpg											
1322693225	StillImage	image/jpeg	https://collections.nmnh.si.edu/media/?i=11503596&h=2000		00532134.tif	Barcode 00532134	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1322318092	StillImage	image/jpeg	https://collections.nmnh.si.edu/media/?i=11513940&h=2000		00532136.tif	Barcode 00532136	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1322239274	StillImage	image/jpeg	https://collections.nmnh.si.edu/media/?i=11485843&h=2000		00532138.tif	Barcode 00532138	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1320118667	StillImage	image/jpeg	https://collections.nmnh.si.edu/media/?i=11510945&h=2000		00532137.tif	Barcode 00532137	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1319449393	StillImage	image/jpeg	https://collections.nmnh.si.edu/media/?i=11490748&h=2000		00532132.tif	Barcode 00532132	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1317593275	StillImage	image/jpeg	https://collections.nmnh.si.edu/media/?i=11508660&h=2000		00532135.tif	Barcode 00532135	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1317545970	StillImage	image/jpeg	https://collections.nmnh.si.edu/media/?i=11501455&h=2000		00532133.tif	Barcode 00532133	US National Herbarium, Department of Botany, NMNH, Smithsonian Institution			Conveyor Belt		Smithsonian Institution, NMNH, Botany	http://creativecommons.org/publicdomain/zero/1.0/	
1305165534	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/4688509/original.jpeg	https://www.inaturalist.org/photos/4688509					2016-08-10T01:07:43Z	Vanessa Voelker		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Vanessa Voelker
1305165534	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/4690382/original.jpeg	https://www.inaturalist.org/photos/4690382					2016-08-10T01:07:29Z	Vanessa Voelker		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Vanessa Voelker
1305165534	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/4688508/original.jpeg	https://www.inaturalist.org/photos/4688508					2016-08-09T23:54:58Z	Vanessa Voelker		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Vanessa Voelker
1305165534	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/4688507/original.jpeg	https://www.inaturalist.org/photos/4688507					2016-08-09T23:54:08Z	Vanessa Voelker		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Vanessa Voelker
1305165534	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/4690381/original.jpg	https://www.inaturalist.org/photos/4690381					2016-08-10T01:06:45Z	Vanessa Voelker		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Vanessa Voelker
1261292189	StillImage	image/jpeg	https://images.mobot.org/tropicosimages3/detailimages/Tropicos/027/82B0EEFE-ADC0-4307-9C50-8EBD9D532361.jpg	https://www.tropicos.org/ImageFullView.aspx?imageid=89027	Zhu - 1181 - United States								http://creativecommons.org/licenses/by-nc-sa/3.0/	MBG
1095440824				https://images.cria.org.br/viewer/MBM081128										
