gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1274281408				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-266-779	28-266-779																																								39	1998-09-14				1998										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Madison																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274281388				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-4571-806	28-4571-806		Taft #911 - ? - 1991																																						5	2016-09-22				2016										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Schuyler																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274281215				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-1375-782	28-1375-782																																								10	2014				2014										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Mason																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274280957				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-4359-781	28-4359-781		Koontz #271 - ? - 2002																																						11	2015-09-22				2015										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Marshall																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274280784				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-5910-728	28-5910-728		B. Wilm s.n. - ILLS - 2002																																						46	2006-09-14				2006										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Bureau																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274280759				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-5910-800	28-5910-800		B. Wilm s.n. - ILLS - 2002																																						46	2006-09-14				2006										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Putnam																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274279592				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-2969-731	28-2969-731		Evers #75652 - ? - 1962; Evers #92985 - ? - 1967																																						7	2013-10-21				2013										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Cass																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274279567				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-2969-791	28-2969-791		Evers #75652 - ? - 1962; Evers #92985 - ? - 1967																																						7	2013-10-21				2013										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Morgan																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274278978				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-47-824	28-47-824																																								4	2000				2000										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Woodford																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274278969				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-4802-751	28-4802-751		Evers #67758 - 1960																																						13	2012-10-03				2012										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Fulton																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274278961				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-4691-781	28-4691-781		Evers #21804 - 1949; Hill #29749 - ILLS - 1997																																						8	2015-10-09				2015										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Marshall																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274278778				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-5713-781	28-5713-781		Phillippe #32691 - ? - 2000; Phillippe #31258 - ILLS - 1999; Phillippe #29500 & #29502 - ILLS - 1997																																						16	2017-10-04				2017										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Marshall																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274278749				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-5713-794	28-5713-794		Phillippe #32691 - ? - 2000; Phillippe #31258 - ILLS - 1999; Phillippe #29500 & #29502 - ILLS - 1997																																						16	2017-10-04				2017										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Peoria																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274278580				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-1376-728	28-1376-728		Hill 37091 - ILLS - 2006; Hill 30830 - ILLS - 1998																																						9	2016-08-11				2016										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Bureau																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274244040				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-930-731	28-930-731																																								24	1993-07-20				1993										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Cass																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274201019				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-4213-751	28-4213-751		Ellis #108 - ILLS - 2008; Sorensen #9099 - NIU - 1990																																						2	2016-09-27				2016										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Fulton																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274200630				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-79-727	28-79-727		Hill #33302 - 2000																																						45	2016-09-21				2016										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Brown																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274197961				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-523-771	28-523-771		2000 - 1 piece of plant held by Deb Nelson at Region II IDNR office																																						43	2000-11-09				2000										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Lake																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274072040				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-4679-787	28-4679-787																																								32	1996-10-28				1996										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Menard																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1274072027				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-4679-782	28-4679-782																																								32	1996-10-28				1996										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Mason																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1273908499				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-1202-807	28-1202-807																																								20	2015-10-09				2015										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Scott																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1273879025				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-3900-731	28-3900-731		S.R. Hill #27491, #28685 - ILLS - 1996; S.R. Hill #37036 - ILLS - 2006																																						21	2006-08-23				2006										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Cass																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
1273878636				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.				NatureServe					NTSRV	IL-NHP	NatureServe Network Species Occurrence Data		HumanObservation				28-4403-731	28-4403-731		Phillippe #31303 - ILLS - 1999; Taft #908-910 - ILLS - 1991																																						6	2017-09-22				2017										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.161342				North America				UNITED STATES		Illinois	Cass																																																															196243							Boltonia decurrens (Torr. & Gray) Wood)								Plantae	Anthophyta	Dicotyledoneae	Asterales		Asteraceae				Boltonia				decurrens			Species		(Torr. & Gray) Wood)					
